,episode,team_points,opponent_points,win,total_wins,win_rate,reward,avg_reward,policy_loss,value_loss,total_loss,epsilon,rewards
34,35,2663.0,2832.0,0,14,40.0,,0.016528662420382163,-0.16484427452087402,0.3535607159137726,0.27113857865333557,0.8974819010978248,10.379999999999999
35,36,2714.0,2938.0,0,14,38.88888888888889,,0.016528662420382163,-0.09585468471050262,0.1324361115694046,0.08450876921415329,0.8947894553945313,10.379999999999999
36,37,2824.0,2985.0,1,15,40.54054054054054,,0.024258114374034002,-0.12410729378461838,0.0991363376379013,0.03708269074559212,0.8921050870283477,15.695
37,38,2884.0,3082.0,0,15,39.473684210526315,,0.01580451127819549,-0.14277032017707825,0.049236685037612915,-0.02214847505092621,0.8894287717672626,10.510000000000002
38,39,2995.0,3128.0,1,16,41.02564102564102,,0.02315058479532164,-0.14208680391311646,0.17023909091949463,0.0991956889629364,0.8867604854519608,15.835
39,40,3072.0,3208.0,0,16,40.0,,0.02249289772727273,-0.08919914066791534,0.23850135505199432,0.19390177726745605,0.884100203995605,15.835
40,41,3170.0,3267.0,1,17,41.46341463414634,,0.02908713692946058,-0.07933533936738968,0.058308497071266174,0.018640827387571335,0.8814479033836181,21.03
41,42,3271.0,3323.0,1,18,42.857142857142854,,0.03538409703504043,-0.17515552043914795,1.7874151468276978,1.6998374462127686,0.8788035596734672,26.255000000000003
42,43,3379.0,3372.0,1,19,44.18604651162791,,0.04151315789473685,-0.12711724638938904,0.0457078255712986,-0.01785079762339592,0.8761671489944468,31.550000000000004
43,44,3445.0,3463.0,0,19,43.18181818181818,,0.03396529562982006,-0.08666057139635086,0.023152392357587814,-0.020177893340587616,0.8735386475474635,26.425000000000004
44,45,3496.0,3569.0,0,19,42.22222222222222,,0.02595092024539878,-0.0752343162894249,1.123536229133606,1.0859190225601196,0.8709180316048211,21.150000000000006
45,46,3609.0,3613.0,1,20,43.47826086956522,,0.03180672268907563,-0.3117119073867798,0.12449469417333603,-0.031361259520053864,0.8683052775100066,26.495000000000005
46,47,3725.0,3654.0,1,21,44.680851063829785,,0.03745005875440659,-0.12082519382238388,0.8084405064582825,0.7480279207229614,0.8657003616774767,31.870000000000005
47,48,3806.0,3730.0,1,22,45.83333333333333,,0.04245684695051784,-0.1020040437579155,0.36763766407966614,0.3166356384754181,0.8631032605924442,36.895
48,49,3872.0,3821.0,0,22,44.89795918367347,,0.035817361894024805,-0.12236484885215759,0.19937217235565186,0.13818974792957306,0.860513950810667,31.770000000000003
49,50,3985.0,3865.0,1,23,46.0,,0.04016774891774892,-0.09725426137447357,1.0007168054580688,0.9520896673202515,0.857932408958235,37.115
50,51,3985.0,4022.0,0,23,45.09803921568628,,0.033223753976670205,-0.12327991425991058,1.3499292135238647,1.2882893085479736,0.8553586117313603,31.330000000000002
51,52,4121.0,4043.0,1,24,46.15384615384615,,0.03836278586278587,-0.08815033733844757,1.187286615371704,1.1432114839553833,0.8527925358961662,36.905
52,53,4202.0,4119.0,1,25,47.16981132075472,,0.0427420998980632,-0.11439121514558792,0.17880669236183167,0.121611088514328,0.8502341582884777,41.93
53,54,4282.0,4196.0,1,26,48.148148148148145,,0.04699199199199199,-0.036188963800668716,0.7772613763809204,0.7591668963432312,0.8476834558136123,46.945
54,55,4319.0,4316.0,0,26,47.27272727272727,,0.04008687258687259,-0.1257784217596054,0.1955682784318924,0.1326790750026703,0.8451404054461714,41.53
55,56,4388.0,4404.0,0,26,46.42857142857143,,0.034535545023696684,-0.028318755328655243,0.1432880163192749,0.12912863492965698,0.8426049842298329,36.435
56,57,4467.0,4482.0,1,27,47.368421052631575,,0.038620689655172416,-0.1697816103696823,0.2980574071407318,0.21316659450531006,0.8400771692771434,41.440000000000005
57,58,4521.0,4585.0,0,27,46.55172413793103,,0.03317598533455546,-0.13111671805381775,0.17740733921527863,0.11184898018836975,0.837556937769312,36.19500000000001
58,59,4601.0,4662.0,1,28,47.45762711864407,,0.03712612612612613,-0.14516428112983704,0.7079268097877502,0.6353446841239929,0.835044266956004,41.21000000000001
59,60,4720.0,4700.0,1,29,48.333333333333336,,0.040640802092415,-0.13951075077056885,0.3507055342197418,0.2809501588344574,0.8325391341551359,46.61500000000001
60,61,4750.0,4827.0,0,29,47.540983606557376,,0.03527444253859349,-0.11539675295352936,0.5134313702583313,0.4557330012321472,0.8300415167526705,41.13000000000001
61,62,4819.0,4915.0,0,29,46.774193548387096,,0.030434966216216226,-0.15312060713768005,0.24753540754318237,0.17097510397434235,0.8275513922024125,36.03500000000001
62,63,4945.0,4946.0,1,30,47.61904761904761,,0.03453410981697173,-0.14517547190189362,1.2448623180389404,1.1722745895385742,0.8250687380258053,41.51000000000001
63,64,5026.0,5022.0,1,31,48.4375,,0.03811220311220312,-0.1608738899230957,1.384024739265442,1.303587794303894,0.8225935318117279,46.53500000000001
64,65,5115.0,5090.0,1,32,49.23076923076923,,0.04104928457869635,-0.09103360772132874,0.03411280736327171,-0.011403996497392654,0.8201257512162927,51.640000000000015
65,66,5189.0,5173.0,0,32,48.484848484848484,,0.036516457680250795,-0.11211201548576355,0.08824086934328079,0.03218486160039902,0.8176653739626438,46.59500000000001
66,67,5298.0,5221.0,1,33,49.25373134328358,,0.04010819165378672,-0.11674104630947113,1.7405747175216675,1.682204246520996,0.8152123778407558,51.90000000000001
67,68,5387.0,5289.0,1,34,50.0,,0.04341584158415843,-0.1903834044933319,0.18633794784545898,0.09114624559879303,0.8127667407072335,57.00500000000001
68,69,5399.0,5434.0,0,34,49.275362318840585,,0.03857250187828701,-0.15193510055541992,0.08228617161512375,0.006318621337413788,0.8103284404851119,51.34000000000001
69,70,5485.0,5505.0,1,35,50.0,,0.04123903508771931,-0.09926638752222061,0.045051075518131256,-0.00458211824297905,0.8078974551636565,56.41500000000001
70,71,5563.0,5584.0,0,35,49.29577464788733,,0.0370923520923521,-0.12356122583150864,0.8246057033538818,0.762825071811676,0.8054737627981655,51.41000000000001
71,72,5640.0,5664.0,0,35,48.61111111111111,,0.033044871794871804,-0.2576727867126465,0.054944515228271484,-0.07389187812805176,0.803057341509771,46.39500000000001
72,73,5738.0,5723.0,1,36,49.31506849315068,,0.036279887482419136,-0.1604892909526825,0.0822131335735321,0.001968488097190857,0.8006481694852418,51.59000000000001
73,74,5777.0,5841.0,0,36,48.64864864864865,,0.032079861111111115,-0.211378812789917,1.6311520338058472,1.5254626274108887,0.798246224976786,46.19500000000001
74,75,5821.0,5954.0,0,36,48.0,,0.027657413676371027,-0.1424233764410019,0.11609362065792084,0.04488193243741989,0.7958514863018556,40.85000000000001
75,76,5878.0,6054.0,0,36,47.368421052631575,,0.023836120401337795,-0.18172074854373932,0.10692630708217621,0.01606593281030655,0.79346393184295,35.635000000000005
76,77,5940.0,6149.0,0,36,46.75324675324675,,0.020125495376486134,-0.17823021113872528,0.6944872736930847,0.6053721904754639,0.7910835400474212,30.470000000000006
77,78,5968.0,6278.0,0,36,46.15384615384615,,0.016295691906005227,-0.09270691126585007,0.1407594531774521,0.09440599381923676,0.7887102894272789,24.965000000000007
78,79,6060.0,6343.0,1,37,46.835443037974684,,0.01940683430045133,-0.22788932919502258,0.10207205265760422,-0.011872611939907074,0.7863441585589971,30.10000000000001
79,80,6110.0,6450.0,0,37,46.25,,0.01562657430730479,-0.1786380112171173,0.40504133701324463,0.31572234630584717,0.78398512608332,24.81500000000001
80,81,6216.0,6501.0,1,38,46.913580246913575,,0.018735990037359908,-0.26976943016052246,0.0461987666785717,-0.08868594467639923,0.7816331707050701,30.09000000000001
81,82,6266.0,6608.0,0,38,46.34146341463415,,0.01526461538461539,-0.23398374021053314,0.16732394695281982,0.05033207684755325,0.7792882711929549,24.80500000000001
82,83,6312.0,6719.0,0,38,45.78313253012048,,0.011856360316494225,-0.20262973010540009,0.060326240956783295,-0.04098862409591675,0.776950406379376,19.48000000000001
83,84,6469.0,6719.0,1,39,46.42857142857143,,0.015210716435882005,-0.18981677293777466,0.7150747179985046,0.6201663017272949,0.7746195551602378,25.26500000000001
84,85,6540.0,6805.0,0,39,45.88235294117647,,0.011890459363957604,-0.1846257746219635,0.09050367027521133,-0.0018092170357704163,0.7722956964947572,20.190000000000012
85,86,6662.0,6840.0,1,40,46.51162790697674,,0.014932983682983689,-0.13819335401058197,0.643061637878418,0.5739649534225464,0.7699788094052729,25.62500000000001
86,87,6713.0,6946.0,0,40,45.97701149425287,,0.01172910662824208,-0.18526260554790497,0.13858069479465485,0.04594939202070236,0.767668872977057,20.35000000000001
87,88,6753.0,7063.0,0,40,45.45454545454545,,0.011722350230414751,-0.243411585688591,0.06751185655593872,-0.05419393628835678,0.7653658663581259,20.35000000000001
88,89,6846.0,7127.0,1,41,46.06741573033708,,0.014527065527065532,-0.18046526610851288,0.41689324378967285,0.3266606032848358,0.7630697687590515,25.495000000000008
89,90,6932.0,7198.0,1,42,46.666666666666664,,0.01705915178571429,-0.1174362525343895,0.1408213973045349,0.08210326731204987,0.7607805594527743,30.570000000000007
90,91,7041.0,7246.0,1,43,47.25274725274725,,0.01982044198895028,-0.1734764277935028,0.014615009538829327,-0.0721232071518898,0.7584982177744161,35.87500000000001
91,92,7119.0,7325.0,0,43,46.73913043478261,,0.016887308533916852,-0.1480812430381775,0.04437322914600372,-0.029667392373085022,0.7562227231210928,30.870000000000008
92,93,7158.0,7443.0,0,43,46.236559139784944,,0.013792636708175425,-0.12360848486423492,0.9004604816436768,0.8386562466621399,0.7539540549517295,25.47500000000001
93,94,7272.0,7486.0,1,44,46.808510638297875,,0.016530831099195717,-0.201508566737175,0.1728951632976532,0.0721408799290657,0.7516921927868743,30.83000000000001
94,95,7327.0,7588.0,0,44,46.31578947368421,,0.013456887486855947,-0.22302307188510895,0.12227455526590347,0.010763019323348999,0.7494371162085136,25.59500000000001
95,96,7414.0,7658.0,1,45,46.875,,0.015979166666666673,-0.16892828047275543,0.4295845925807953,0.34512045979499817,0.747188804859888,30.68000000000001
96,97,7467.0,7762.0,0,45,46.391752577319586,,0.013119195046439634,-0.177938312292099,1.241223931312561,1.1522548198699951,0.7449472384453084,25.42500000000001
97,98,7570.0,7816.0,1,46,46.93877551020408,,0.015679959100204505,-0.19783107936382294,0.07449468970298767,-0.024420849978923798,0.7427123967299725,30.670000000000012
98,99,7643.0,7900.0,0,46,46.464646464646464,,0.012969620253164563,-0.1815856695175171,0.0627792626619339,-0.028013572096824646,0.7404842595397826,25.615000000000013
99,100,7664.0,8036.0,0,46,46.0,,0.012858935742971894,-0.2703317403793335,0.7714650630950928,0.636299192905426,0.7382628067611632,25.615000000000013
100,101,7798.0,8059.0,1,47,46.53465346534654,,0.015499751367478873,-0.21861907839775085,0.04492038115859032,-0.06438915431499481,0.7360480183408797,31.170000000000012
101,102,7880.0,8134.0,1,48,47.05882352941176,,0.017834975369458134,-0.24754679203033447,0.23672568798065186,0.11295229196548462,0.7338398742858571,36.20500000000001
102,103,7912.0,8259.0,0,48,46.601941747572816,,0.015009765625000006,-0.09490875154733658,0.17531757056713104,0.12786319851875305,0.7316383546629995,30.740000000000013
103,104,7950.0,8378.0,0,48,46.15384615384615,,0.01226282671829623,-0.31288647651672363,0.12933653593063354,-0.02710670232772827,0.7294434395990105,25.33500000000001
104,105,8083.0,8402.0,1,49,46.666666666666664,,0.014683785068949125,-0.20633569359779358,1.3728160858154297,1.2696481943130493,0.7272551092802134,30.88000000000001
105,106,8157.0,8485.0,0,49,46.22641509433962,,0.012174835061262964,-0.21374249458312988,0.06140313297510147,-0.04546811431646347,0.7250733439523728,25.835000000000008
106,107,8217.0,8582.0,0,49,45.794392523364486,,0.00964502568893041,-0.21231192350387573,0.04301067814230919,-0.06314527988433838,0.7228981239205157,20.65000000000001
107,108,8232.0,8724.0,0,49,45.370370370370374,,0.009640522875816997,-0.13419905304908752,0.4747176468372345,0.40761810541152954,0.7207294295487541,20.65000000000001
108,109,8318.0,8795.0,1,50,45.87155963302752,,0.011904211013419716,-0.17882683873176575,0.664114236831665,0.5747008323669434,0.7185672412601078,25.72500000000001
109,110,8425.0,8845.0,1,51,46.36363636363636,,0.014108280254777074,-0.22482115030288696,0.14343051612377167,0.031019940972328186,0.7164115395363275,31.01000000000001
110,111,8502.0,8925.0,0,51,45.94594594594595,,0.011725304465493915,-0.16970586776733398,0.37266555428504944,0.28781262040138245,0.7142623049177186,25.995000000000008
111,112,8580.0,9004.0,0,51,45.535714285714285,,0.009391498881431771,-0.30819305777549744,0.07029703259468079,-0.08379949629306793,0.7121195180029655,20.99000000000001
112,113,8673.0,9068.0,1,52,46.017699115044245,,0.011600088770528188,-0.1608474850654602,0.4186977446079254,0.3382740020751953,0.7099831594489566,26.13500000000001
113,114,8746.0,9152.0,0,52,45.614035087719294,,0.009282254513430212,-0.04319070652127266,0.055114541202783585,0.033519186079502106,0.7078532099706097,21.08000000000001
114,115,8789.0,9266.0,0,52,45.21739130434783,,0.009205240174672493,-0.2313193380832672,0.10900776088237762,-0.0066519081592559814,0.7057296503406979,21.08000000000001
115,116,8878.0,9334.0,1,53,45.689655172413794,,0.01134040710264184,-0.06321921944618225,0.09816756844520569,0.06655795872211456,0.7036124613896758,26.18500000000001
116,117,9007.0,9362.0,1,54,46.15384615384615,,0.013612542955326464,-0.1045706644654274,0.13454382121562958,0.08225849270820618,0.7015016240055068,31.69000000000001
117,118,9107.0,9419.0,1,55,46.61016949152542,,0.01572432893054964,-0.14588040113449097,0.397370845079422,0.3244306445121765,0.6993971191334902,36.90500000000001
118,119,9194.0,9489.0,1,56,47.05882352941176,,0.01774725274725275,-0.2072625309228897,0.03511599078774452,-0.06851527094841003,0.6972989277760897,41.99000000000001
119,120,9260.0,9580.0,0,56,46.666666666666664,,0.01534124011652102,-0.22373253107070923,0.18508759140968323,0.07322132587432861,0.6952070309927615,36.86500000000001
120,121,9374.0,9623.0,1,57,47.107438016528924,,0.017439074762494844,-0.0007186484872363508,1.6150785684585571,1.614719271659851,0.6931214098997832,42.22000000000001
121,122,9488.0,9666.0,1,58,47.540983606557376,,0.01949795081967214,-0.1534949690103531,0.09427640587091446,0.017528921365737915,0.6910420456700839,47.57500000000002
122,123,9517.0,9794.0,0,58,47.15447154471545,,0.01711960943856795,-0.1815313845872879,0.05637100338935852,-0.03439468890428543,0.6889689195330736,42.08000000000002
123,124,9653.0,9815.0,1,59,47.58064516129033,,0.019238998788857497,-0.2145082652568817,0.05742364004254341,-0.049830492585897446,0.6869020127744744,47.65500000000002
124,125,9747.0,9878.0,1,60,48.0,,0.021006364359586326,-0.14325495064258575,0.171023428440094,0.09939595311880112,0.684841306736151,52.810000000000024
125,126,9827.0,9955.0,1,61,48.41269841269841,,0.022828661666008696,-0.23314093053340912,0.11316146701574326,-0.0034089982509613037,0.6827867828159425,57.825000000000024
126,127,9926.0,10013.0,1,62,48.818897637795274,,0.024698275862068974,-0.15138503909111023,0.15338574349880219,0.07769322395324707,0.6807384224674947,63.03000000000002
127,128,10002.0,10094.0,0,62,48.4375,,0.022570038910505845,-0.20605424046516418,0.02236402966082096,-0.08066309243440628,0.6786962072000923,58.005000000000024
128,129,10068.0,10185.0,0,62,48.06201550387597,,0.02043276661514684,-0.1852659285068512,0.10477651655673981,0.012143552303314209,0.676660118578492,52.880000000000024
129,130,10122.0,10288.0,0,62,47.69230769230769,,0.018146666666666676,-0.16118364036083221,0.1039140447974205,0.023322224617004395,0.6746301382227565,47.635000000000026
130,131,10175.0,10392.0,0,62,47.32824427480916,,0.016034808929247076,-0.19765497744083405,0.05026712641119957,-0.04856036230921745,0.6726062478080883,42.380000000000024
131,132,10245.0,10479.0,0,62,46.96969696969697,,0.01401540774145059,-0.2531627118587494,0.07301978766918182,-0.05356156826019287,0.6705884290646641,37.29500000000002
132,133,10333.0,10548.0,1,63,47.368421052631575,,0.015817164179104486,-0.11818596720695496,0.05563483387231827,-0.00345814973115921,0.66857666377747,42.39000000000002
133,134,10403.0,10635.0,0,63,47.01492537313433,,0.013826908821349156,-0.16004569828510284,0.06914398074150085,-0.010878868401050568,0.6665709337861376,37.30500000000002
134,135,10497.0,10698.0,1,64,47.40740740740741,,0.01552468007312615,-0.16355830430984497,0.03747374564409256,-0.044305406510829926,0.6645712209847792,42.46000000000002
135,136,10583.0,10769.0,1,65,47.794117647058826,,0.017260348583878003,-0.39803317189216614,0.1218547523021698,-0.07716183364391327,0.6625775073218249,47.535000000000025
136,137,10653.0,10856.0,0,65,47.44525547445255,,0.015308330328164452,-0.18263493478298187,0.7892611622810364,0.6979436874389648,0.6605897747998594,42.450000000000024
137,138,10796.0,10870.0,1,66,47.82608695652174,,0.01723217484772484,-0.14727045595645905,1.233901858329773,1.160266637802124,0.6586080054754598,48.09500000000003
138,139,10808.0,11015.0,0,66,47.482014388489205,,0.015099644128113888,-0.21730291843414307,0.0940568745136261,-0.014594584703445435,0.6566321814590335,42.43000000000003
139,140,10898.0,11082.0,1,67,47.85714285714286,,0.016700035124692668,-0.1449853628873825,0.06028610095381737,-0.012206580489873886,0.6546622849146564,47.54500000000003
140,141,10935.0,11202.0,0,67,47.5177304964539,,0.01469993021632939,-0.15860788524150848,0.62353515625,0.5442312359809875,0.6526982980599124,42.13000000000003
141,142,11079.0,11215.0,1,68,47.88732394366197,,0.016563258232235714,-0.15621930360794067,0.029722709208726883,-0.048386942595243454,0.6507402031657327,47.78500000000003
142,143,11136.0,11315.0,0,68,47.55244755244755,,0.014659090909090922,-0.26167649030685425,0.19918501377105713,0.06834676861763,0.6487879825562355,42.570000000000036
143,144,11161.0,11447.0,0,68,47.22222222222222,,0.01267020184741705,-0.20606595277786255,0.04359525442123413,-0.059437721967697144,0.6468416186085668,37.03500000000004
144,145,11318.0,11447.0,1,69,47.58620689655172,,0.014466216216216228,-0.3021789491176605,0.06600760668516159,-0.08508186787366867,0.6449010937527411,42.820000000000036
145,146,11396.0,11526.0,0,69,47.26027397260274,,0.012698119543317675,-0.0602707713842392,0.539108395576477,0.5089730024337769,0.6429663904714829,37.81500000000003
146,147,11514.0,11565.0,1,70,47.61904761904761,,0.014422563417890532,-0.20877215266227722,0.024716611951589584,-0.07966946065425873,0.6410374913000684,43.210000000000036
147,148,11588.0,11648.0,0,70,47.2972972972973,,0.012658374792703162,-0.30697786808013916,0.06846541166305542,-0.08502352237701416,0.6391143788261682,38.165000000000035
148,149,11685.0,11708.0,1,71,47.651006711409394,,0.014288068556361251,-0.1540660560131073,0.6818447709083557,0.6048117280006409,0.6371970356896897,43.35000000000004
149,150,11775.0,11775.0,1,72,48.0,,0.01578150439596224,-0.17824316024780273,0.04225703701376915,-0.04686454311013222,0.6352854445826206,48.46500000000004
150,151,11845.0,11862.0,0,72,47.682119205298015,,0.014043379734541936,-0.27408114075660706,0.2533033490180969,0.1162627786397934,0.6333795882488727,43.38000000000004
151,152,11932.0,11932.0,1,73,48.026315789473685,,0.015598648213710988,-0.1818811297416687,0.7281807661056519,0.6372401714324951,0.6314794494841262,48.46500000000004
152,153,12056.0,11965.0,1,74,48.36601307189542,,0.01724888035828536,-0.25875192880630493,0.03147187829017639,-0.09790408611297607,0.6295850111356738,53.92000000000004
153,154,12139.0,12039.0,1,75,48.701298701298704,,0.018754770992366426,-0.16490602493286133,0.08042991906404495,-0.0020230934023857117,0.6276962561022668,58.96500000000004
154,155,12280.0,12055.0,1,76,49.03225806451613,,0.020304935554856973,-0.1643257737159729,0.13307146728038788,0.05090858042240143,0.62581316733396,64.59000000000003
155,156,12320.0,12172.0,0,76,48.717948717948715,,0.01850156250000001,-0.24770596623420715,0.03318186104297638,-0.0906711220741272,0.623935727831958,59.205000000000034
156,157,12401.0,12248.0,1,77,49.044585987261144,,0.019953401677539617,-0.12287135422229767,0.24139857292175293,0.1799629032611847,0.6220639206484622,64.23000000000003
157,158,12412.0,12394.0,0,77,48.734177215189874,,0.01808369363804819,-0.16155113279819489,0.03503035753965378,-0.045745208859443665,0.6201977288865168,58.555000000000035
158,159,12500.0,12463.0,1,78,49.056603773584904,,0.01954852579852581,-0.20281526446342468,0.08545292168855667,-0.01595471054315567,0.6183371356998573,63.650000000000034
159,160,12532.0,12588.0,0,78,48.75,,0.01766929851199515,-0.18863339722156525,0.0264662466943264,-0.06785045564174652,0.6164821242927577,58.18500000000003
160,161,12589.0,12688.0,0,78,48.4472049689441,,0.015998187858652983,-0.10675258934497833,0.08924455940723419,0.035868264734745026,0.6146326779198794,52.97000000000003
161,162,12633.0,12801.0,0,78,48.148148148148145,,0.01430180180180181,-0.17738276720046997,0.1726398468017578,0.08394846320152283,0.6127887798861198,47.62500000000003
162,163,12708.0,12883.0,0,78,47.85276073619632,,0.012717229023589141,-0.24099376797676086,1.5394874811172485,1.4189906120300293,0.6109504135464614,42.59000000000003
163,164,12756.0,12992.0,0,78,47.5609756097561,,0.011070368171021387,-0.1900804042816162,0.23074835538864136,0.13570815324783325,0.609117562305822,37.28500000000003
164,165,12845.0,13060.0,1,79,47.878787878787875,,0.012449339207048467,-0.2913767397403717,0.22695085406303406,0.0812624841928482,0.6072902096189046,42.39000000000003
165,166,12937.0,13125.0,1,80,48.19277108433735,,0.013879964953271037,-0.33516353368759155,0.0709240511059761,-0.09665771573781967,0.6054683389900478,47.52500000000003
166,167,13043.0,13176.0,1,81,48.50299401197605,,0.01533546325878595,-0.13254110515117645,0.08537841588258743,0.019107863306999207,0.6036519339730777,52.800000000000026
167,168,13084.0,13292.0,0,81,48.214285714285715,,0.013698729058347783,-0.3015000522136688,0.38809022307395935,0.23734019696712494,0.6018409781711584,47.425000000000026
168,169,13207.0,13326.0,1,82,48.5207100591716,,0.015188164320597537,-0.13737943768501282,0.15703387558460236,0.08834415674209595,0.6000354552366449,52.870000000000026
169,170,13300.0,13390.0,1,83,48.8235294117647,,0.01649090392268335,-0.12519319355487823,0.10825592279434204,0.045659326016902924,0.598235348870935,58.01500000000003
170,171,13341.0,13506.0,0,83,48.53801169590643,,0.014882668928470464,-0.2121918499469757,0.06140083819627762,-0.044695086777210236,0.5964406428243222,52.64000000000003
171,172,13435.0,13569.0,1,84,48.837209302325576,,0.016257383966244734,-0.24773862957954407,0.05460849404335022,-0.06926082074642181,0.5946513208958493,57.79500000000003
172,173,13549.0,13612.0,1,85,49.13294797687861,,0.017669278119753787,-0.3631746172904968,0.05294916778802872,-0.1286381483078003,0.5928673669331617,63.150000000000034
173,174,13608.0,13710.0,0,85,48.85057471264368,,0.01613446547884188,-0.3105732202529907,0.040159568190574646,-0.11512704193592072,0.5910887648323622,57.955000000000034
174,175,13716.0,13759.0,1,86,49.142857142857146,,0.0174290438137228,-0.13358964025974274,0.058401983231306076,-0.008392836898565292,0.5893154985378651,63.250000000000036
