,episode,team_points,opponent_points,win,total_wins,win_rate,reward,avg_reward,policy_loss,value_loss,total_loss,rewards
20,21,1744.0,1553.0,1,18,85.71428571428571,,-0.0002045454545454,-0.7766021490097046,0.0629791617393493,-0.3253219127655029,-0.0899999999999994
21,22,1813.0,1641.0,1,19,86.36363636363636,,-0.0049781659388646,-0.8086466193199158,0.1534508019685745,-0.2508724927902221,-2.28
22,23,1894.0,1717.0,1,20,86.95652173913044,,-0.0004831932773109,-0.7484866380691528,0.0752552524209022,-0.2989880740642547,-0.2299999999999995
23,24,2001.0,1767.0,1,21,87.5,,0.0047464503042596,-0.7235673069953918,0.1646002531051635,-0.1971834003925323,2.3400000000000003
24,25,2069.0,1856.0,1,22,88.0,,0.0002457466918714,-0.6239150762557983,0.0832465514540672,-0.2287109792232513,0.1300000000000003
25,26,2090.0,1992.0,1,23,88.46153846153845,,-0.0055311355311355,-0.5939117670059204,0.0579983405768871,-0.2389575392007827,-3.02
26,27,2183.0,2056.0,1,24,88.88888888888889,,-0.0012966252220248,-0.561342716217041,0.0884959995746612,-0.1921753585338592,-0.7299999999999995
27,28,2251.0,2145.0,1,25,89.28571428571429,,-0.0050689655172413,-0.6828105449676514,0.123814083635807,-0.2175911962985992,-2.9399999999999995
28,29,2318.0,2235.0,1,26,89.65517241379311,,-0.0086454849498327,-0.7181387543678284,0.0578283071517944,-0.3012410700321197,-5.17
29,30,2405.0,2305.0,1,27,90.0,,-0.0047318611987381,-0.7487351298332214,0.3119086325168609,-0.0624589323997497,-3.0
30,31,2405.0,2462.0,0,27,87.09677419354838,,-0.0100766871165644,-0.5621798634529114,0.2054961919784546,-0.0755937397480011,-6.57
31,32,2508.0,2516.0,0,27,84.375,,-0.0060895522388059,-0.6206797957420349,0.0454418733716011,-0.2648980319499969,-4.08
32,33,2569.0,2612.0,0,27,81.81818181818183,,-0.0093459302325581,-0.6233813762664795,0.0265821292996406,-0.2851085662841797,-6.43
33,34,2614.0,2724.0,0,27,79.41176470588235,,-0.0128895184135977,-0.6950851678848267,0.1995920091867447,-0.1479505747556686,-9.1
34,35,2735.0,2760.0,0,27,77.14285714285715,,-0.0084231805929919,-0.6236400008201599,0.0307020153850317,-0.2811179757118225,-6.25
35,36,2838.0,2814.0,1,28,77.77777777777779,,-0.0049473684210526,-0.6363969445228577,0.1328575760126114,-0.1853408962488174,-3.76
36,37,2995.0,2814.0,1,29,78.37837837837837,,-0.0002442159383033,-0.6849761009216309,0.0394210517406463,-0.303066998720169,-0.1899999999999995
37,38,3061.0,2905.0,1,30,78.94736842105263,,-0.0030691823899371,-0.6543601155281067,0.0305800046771764,-0.2966000437736511,-2.4399999999999995
38,39,3192.0,2931.0,1,31,79.48717948717949,,0.0007512315270935,-0.6530750393867493,0.2995931506156921,-0.0269443690776824,0.6100000000000003
39,40,3333.0,2947.0,1,32,80.0,,0.0045518867924528,-0.5224566459655762,0.3131186962127685,0.0518903732299804,3.86
40,41,3340.0,3097.0,1,33,80.48780487804879,,0.0004971098265895,-0.8337615728378296,0.1006975099444389,-0.3161832690238952,0.4300000000000006
41,42,3347.0,3247.0,1,34,80.95238095238095,,-0.0034013605442176,-0.6835105419158936,0.0674091279506683,-0.2743461430072784,-2.999999999999999
42,43,3426.0,3325.0,1,35,81.3953488372093,,-0.0011012235817575,-0.6509311199188232,0.11119244992733,-0.2142731100320816,-0.9899999999999992
43,44,3426.0,3482.0,0,35,79.54545454545455,,-0.0049781659388646,-0.6232995986938477,0.0298504773527383,-0.28179931640625,-4.56
44,45,3542.0,3523.0,1,36,80.0,,-0.0019012605042016,-0.6591096520423889,0.0387019515037536,-0.2908528745174408,-1.81
45,46,3628.0,3594.0,1,37,80.43478260869566,,0.0003505154639175,-0.7159538269042969,0.0764391273260116,-0.2815377712249756,0.3400000000000003
46,47,3638.0,3741.0,0,37,78.72340425531915,,-0.0030699088145896,-0.5622391700744629,0.0323511324822902,-0.2487684488296508,-3.03
47,48,3670.0,3866.0,0,37,77.08333333333334,,-0.0059362549800796,-0.6849095225334167,0.0625591650605201,-0.2798956036567688,-5.96
48,49,3721.0,3972.0,0,37,75.51020408163265,,-0.0083349657198824,-0.6824625134468079,0.0329663194715976,-0.3082649409770965,-8.51
49,50,3768.0,4082.0,0,37,74.0,,-0.0105392620624408,-0.6238815188407898,0.0470030978322029,-0.2649376690387726,-11.14
50,51,3795.0,4212.0,0,37,72.54901960784314,,-0.0131813953488372,-0.7477887272834778,0.074269525706768,-0.2996248304843902,-14.170000000000002
51,52,3807.0,4357.0,0,37,71.15384615384616,,-0.016010978956999,-0.7166892886161804,0.0270420387387275,-0.3313026130199432,-17.5
52,53,3851.0,4470.0,0,37,69.81132075471697,,-0.0181728172817281,-0.5611542463302612,0.1682918220758438,-0.1122853010892868,-20.19
53,54,3895.0,4583.0,0,37,68.51851851851852,,-0.0202836879432624,-0.7276513576507568,0.0237877201288938,-0.3400379717350006,-22.880000000000003
54,55,3963.0,4672.0,0,37,67.27272727272727,,-0.0215549828178694,-0.8120461702346802,0.0649184957146644,-0.3411045968532562,-25.090000000000003
55,56,4040.0,4752.0,0,37,66.07142857142857,,-0.0229635901778154,-0.7329304218292236,0.0332769937813282,-0.3331882059574127,-27.120000000000005
56,57,4148.0,4801.0,0,37,64.91228070175438,,-0.0204757929883138,-0.7473492622375488,0.0719619542360305,-0.301712691783905,-24.530000000000005
57,58,4258.0,4848.0,0,37,63.793103448275865,,-0.0180246913580246,-0.7804149985313416,0.0112006086856126,-0.3790068924427032,-21.90000000000001
58,59,4337.0,4926.0,0,37,62.71186440677966,,-0.0161313868613138,-0.6844229102134705,0.0474734902381897,-0.2947379648685455,-19.890000000000008
59,60,4400.0,5020.0,0,37,61.66666666666667,,-0.0174940898345153,-0.7943090200424194,0.0265950560569763,-0.3705594539642334,-22.200000000000006
60,61,4450.0,5127.0,0,37,60.65573770491803,,-0.0192612752721617,-0.8109453916549683,0.0563555099070072,-0.3491171896457672,-24.770000000000007
61,62,4510.0,5224.0,0,37,59.67741935483871,,-0.0208288564850345,-0.7144759297370911,0.0181270837783813,-0.3391108810901642,-27.140000000000008
62,63,4560.0,5331.0,0,37,58.730158730158735,,-0.0224905374716124,-0.7800212502479553,0.0472684055566787,-0.3427422046661377,-29.710000000000008
63,64,4642.0,5406.0,0,37,57.8125,,-0.0206576980568012,-0.7488258481025696,0.0498161390423774,-0.3245967924594879,-27.640000000000008
64,65,4725.0,5480.0,0,37,56.92307692307692,,-0.0185953420669577,-0.561336874961853,0.0342360846698284,-0.2464323490858078,-25.550000000000008
65,66,4818.0,5544.0,0,37,56.060606060606055,,-0.0167217828900071,-0.5932958126068115,0.0294114630669355,-0.2672364413738251,-23.26000000000001
66,67,4877.0,5642.0,0,37,55.223880597014926,,-0.0182044002838892,-0.7475413680076599,0.0172477755695581,-0.3565229177474975,-25.65000000000001
67,68,4970.0,5706.0,0,37,54.41176470588235,,-0.0163814866760168,-0.6250663995742798,0.1075782775878906,-0.2049549221992492,-23.36000000000001
68,69,5023.0,5810.0,0,37,53.62318840579711,,-0.0179279279279279,-0.6242281198501587,0.0494480654597282,-0.2626659870147705,-25.87000000000001
69,70,5142.0,5848.0,0,37,52.85714285714286,,-0.0155916159567275,-0.6545090079307556,0.0267964825034141,-0.300458014011383,-23.060000000000013
70,71,5166.0,5981.0,0,37,52.11267605633802,,-0.0174682698730795,-0.7165331840515137,0.0309325959533453,-0.3273339867591858,-26.150000000000013
71,72,5173.0,6131.0,0,37,51.388888888888886,,-0.0195376486129458,-0.7144037485122681,0.0565734878182411,-0.3006283938884735,-29.580000000000013
72,73,5182.0,6279.0,0,37,50.68493150684932,,-0.0215349444807315,-0.5616587996482849,0.0136111993342638,-0.2672182023525238,-32.97000000000001
73,74,5237.0,6381.0,0,37,50.0,,-0.0228940568475452,-0.6238448619842529,0.0275219213217496,-0.2844005227088928,-35.44000000000001
74,75,5256.0,6519.0,0,37,49.333333333333336,,-0.0243876262626262,-0.7802709341049194,0.0066309520043432,-0.3835045099258423,-38.63000000000001
75,76,5316.0,6616.0,0,37,48.68421052631579,,-0.0256089943785134,-0.7806567549705505,0.013319743797183,-0.3770086467266083,-41.00000000000001
76,77,5381.0,6708.0,0,37,48.05194805194805,,-0.0267263743051266,-0.6873286962509155,0.0265645645558834,-0.317099779844284,-43.27000000000001
77,78,5506.0,6740.0,0,37,47.43589743589743,,-0.0246577017114914,-0.8745013475418091,0.0175849329680204,-0.4196657538414001,-40.34000000000001
78,79,5604.0,6799.0,0,37,46.83544303797469,,-0.0229582577132486,-0.7807454466819763,0.0133071662858128,-0.3770655691623688,-37.95000000000001
79,80,5649.0,6911.0,0,37,46.25,,-0.0240497335701598,-0.7493832111358643,0.0233228672295808,-0.3513687252998352,-40.62000000000001
80,81,5737.0,6980.0,0,37,45.67901234567901,,-0.0225131810193321,-0.6861794590950012,0.0357614830136299,-0.3073282539844513,-38.430000000000014
81,82,5836.0,7038.0,0,37,45.1219512195122,,-0.0208932714617169,-0.7784916758537292,0.0643694624304771,-0.3248763680458069,-36.02000000000001
82,83,5958.0,7073.0,0,37,44.57831325301205,,-0.0190298507462686,-0.7184022665023804,0.0162932742387056,-0.3429078459739685,-33.15000000000001
83,84,6017.0,7171.0,0,37,44.04761904761904,,-0.0202046617396247,-0.6546787023544312,0.0352901108562946,-0.29204922914505,-35.54000000000001
84,85,6154.0,7191.0,0,37,43.52941176470589,,-0.018033426183844,-0.6558637022972107,0.0080199195072054,-0.319911926984787,-32.37000000000001
85,86,6218.0,7284.0,0,37,43.02325581395349,,-0.0191280353200883,-0.8085704445838928,0.0136126987636089,-0.3906725347042084,-34.66000000000001
86,87,6262.0,7397.0,0,37,42.5287356321839,,-0.0204098360655737,-0.7196416854858398,0.0185549594461917,-0.3412658870220184,-37.35000000000001
87,88,6359.0,7457.0,0,37,42.04545454545455,,-0.018938819707634,-0.8723033666610718,0.0271369963884353,-0.4090147018432617,-34.98000000000001
88,89,6389.0,7584.0,0,37,41.57303370786517,,-0.0203485254691689,-0.7163845300674438,0.014440169557929,-0.3437520861625671,-37.95000000000001
89,90,6530.0,7600.0,0,37,41.11111111111111,,-0.0182535507627564,-0.7799627184867859,0.0074410429224371,-0.3825403153896332,-34.70000000000001
90,91,6616.0,7671.0,0,37,40.65934065934066,,-0.0169619593538301,-0.7496061325073242,0.0354593694210052,-0.3393436968326568,-32.55000000000001
91,92,6678.0,7766.0,0,37,40.21739130434783,,-0.0180072276716572,-0.7100046873092651,0.0344347022473812,-0.320567637681961,-34.88000000000001
92,93,6766.0,7835.0,0,37,39.784946236559136,,-0.0167297850562947,-0.6554270386695862,0.0074197463691234,-0.3202937841415405,-32.69000000000001
93,94,6813.0,7945.0,0,37,39.361702127659576,,-0.0179107505070994,-0.84173184633255,0.0092676393687725,-0.4115982949733734,-35.320000000000014
94,95,6947.0,7968.0,0,37,38.94736842105263,,-0.0160408366533864,-0.8114564418792725,0.0537686347961425,-0.3519595861434936,-32.210000000000015
95,96,6996.0,8076.0,0,37,38.54166666666667,,-0.0171767028627838,-0.6546372771263123,0.0131577048450708,-0.314160943031311,-34.80000000000001
96,97,7105.0,8124.0,0,37,38.144329896907216,,-0.0157485322896281,-0.6873512268066406,0.0621898211538791,-0.2814857959747314,-32.19000000000001
97,98,7190.0,8196.0,0,37,37.755102040816325,,-0.0145780795344325,-0.8111370801925659,0.0335923768579959,-0.3719761669635772,-30.060000000000013
98,99,7244.0,8299.0,0,37,37.37373737373738,,-0.0156565656565656,-0.6860895156860352,0.0649466216564178,-0.2780981361865997,-32.55000000000001
99,100,7296.0,8404.0,0,37,37.0,,-0.0165862884160756,-0.6872320175170898,0.0231309924274683,-0.3204850256443023,-35.08000000000001
100,1,98.0,59.0,1,1,100.0,,0.1405882352941176,,,,2.39
101,2,188.0,126.0,1,2,100.0,,0.132,-0.4864395260810852,1.1776014566421509,0.9343817234039308,4.62
102,3,256.0,215.0,1,3,100.0,,0.0454716981132075,-0.60565185546875,1.0187634229660034,0.7159374952316284,2.41
103,4,392.0,236.0,1,4,100.0,,0.0794285714285714,-0.4994666874408722,0.2630871534347534,0.0133538097143173,5.5600000000000005
104,5,443.0,342.0,1,5,100.0,,0.0283962264150943,-0.3432020545005798,0.1042505502700805,-0.0673504769802093,3.0100000000000007
105,6,494.0,448.0,1,6,100.0,,0.0037398373983739,-0.1930860579013824,0.1517908573150634,0.0552478283643722,0.4600000000000008
106,7,522.0,577.0,0,6,85.71428571428571,,-0.0180851063829787,-0.3746813237667084,0.0389199331402778,-0.1484207212924957,-2.549999999999999
107,8,610.0,646.0,0,6,75.0,,-0.0022641509433962,-0.4684517681598663,0.0740462988615036,-0.1601795852184295,-0.359999999999999
108,9,750.0,663.0,1,7,77.77777777777779,,0.0162146892655367,-0.3757222592830658,0.0761204808950424,-0.1117406487464904,2.870000000000001
109,10,884.0,686.0,1,8,80.0,,0.028075117370892,-0.4992469251155853,0.1032394915819168,-0.1463839709758758,5.980000000000001
110,11,1003.0,724.0,1,9,81.81818181818183,,0.038051948051948,-0.4990995526313782,0.0409672632813453,-0.2085825204849243,8.790000000000001
111,12,1086.0,798.0,1,10,83.33333333333334,,0.0436947791164658,-0.4361549317836761,0.0484303124248981,-0.1696471571922302,10.88
112,13,1119.0,922.0,1,11,84.61538461538461,,0.0298501872659176,-0.5901135802268982,0.0433248691260814,-0.2517319321632385,7.970000000000001
113,14,1233.0,965.0,1,12,85.71428571428571,,0.0374736842105263,-0.6168377995491028,0.1876542568206787,-0.1207646429538726,10.68
114,15,1307.0,1048.0,1,13,86.66666666666667,,0.0267601246105919,-0.4545378386974334,0.1493902057409286,-0.077878713607788,8.59
115,16,1405.0,1107.0,1,14,87.5,,0.0324852071005917,-0.5298808813095093,0.1355713456869125,-0.1293690949678421,10.98
116,17,1509.0,1160.0,1,15,88.23529411764706,,0.0378932584269662,-0.5594013929367065,0.072522684931755,-0.2071780115365982,13.49
117,18,1654.0,1172.0,1,16,88.88888888888889,,0.0449732620320855,-0.6193545460700989,0.0921676307916641,-0.2175096422433853,16.82
118,19,1776.0,1207.0,1,17,89.47368421052632,,0.0503580562659846,-0.6810306310653687,0.0775811374187469,-0.2629341781139374,19.69
119,20,1797.0,1343.0,1,18,90.0,,0.038735362997658,-0.8162488341331482,0.0448672249913215,-0.3632571995258331,16.540000000000003
120,21,1894.0,1403.0,1,19,90.47619047619048,,0.0424943820224719,-0.6499000191688538,0.1233888566493988,-0.201561152935028,18.910000000000004
121,22,1961.0,1493.0,1,20,90.9090909090909,,0.0360259179265658,-0.621514081954956,0.107372872531414,-0.2033841609954834,16.680000000000003
122,23,2062.0,1549.0,1,21,91.30434782608695,,0.0397713097713097,-0.7152172923088074,0.0431406050920486,-0.3144680261611938,19.130000000000003
123,24,2084.0,1684.0,1,22,91.66666666666666,,0.0321285140562249,-0.5913895964622498,0.0345271676778793,-0.2611676454544067,16.000000000000004
124,25,2179.0,1746.0,1,23,92.0,,0.0343258426966292,-0.5593053102493286,0.0469315908849239,-0.23272106051445,18.330000000000005
125,26,2259.0,1823.0,1,24,92.3076923076923,,0.0369509981851179,-0.5919134616851807,0.0369390659034252,-0.259017676115036,20.360000000000007
126,27,2296.0,1943.0,1,25,92.5925925925926,,0.030862676056338,-0.6531382203102112,0.0369108133018016,-0.2896583080291748,17.53000000000001
127,28,2398.0,1998.0,1,26,92.85714285714286,,0.0341880341880342,-0.7161428332328796,0.0675488114356994,-0.2905226051807403,20.000000000000007
128,29,2439.0,2114.0,1,27,93.10344827586206,,0.0286544850498338,-0.5598839521408081,0.0506833456456661,-0.2292586266994476,17.250000000000007
129,30,2506.0,2204.0,1,28,93.33333333333331,,0.0235423197492163,-0.7760331630706787,0.4801724851131439,0.0921559035778045,15.020000000000008
130,31,2529.0,2338.0,1,29,93.5483870967742,,0.0181832061068702,-0.7779151201248169,0.0187034364789724,-0.3702541291713714,11.910000000000007
131,32,2608.0,2416.0,1,30,93.75,,0.0207142857142857,-0.6853883266448975,0.1047335118055343,-0.2379606515169143,13.920000000000009
132,33,2745.0,2436.0,1,31,93.93939393939394,,0.0247681159420289,-0.7159826755523682,0.0701093897223472,-0.2878819406032562,17.090000000000007
133,34,2808.0,2530.0,1,32,94.11764705882352,,0.0209052333804809,-0.6846306920051575,0.0375403016805648,-0.304775059223175,14.780000000000006
134,35,2863.0,2632.0,1,33,94.28571428571428,,0.0165679676985195,-0.7173663377761841,0.1036165654659271,-0.2550666034221649,12.310000000000006
135,36,3020.0,2632.0,1,34,94.44444444444444,,0.0208947368421052,-0.7174780368804932,0.0632371976971626,-0.2955018281936645,15.880000000000006
136,37,3091.0,2718.0,1,35,94.5945945945946,,0.0176478149100257,-0.6241745352745056,0.0442411191761493,-0.2678461372852325,13.730000000000006
137,38,3223.0,2743.0,1,36,94.73684210526316,,0.0211055276381909,-0.6268801093101501,0.0651879385113716,-0.248252123594284,16.800000000000004
138,39,3274.0,2849.0,1,37,94.87179487179486,,0.0175276752767527,-0.6204859018325806,0.2253291457891464,-0.0849138051271438,14.250000000000004
139,40,3329.0,2951.0,1,38,95.0,,0.0138751472320376,-0.8108686208724976,0.0292739160358905,-0.3761603832244873,11.780000000000005
140,41,3414.0,3023.0,1,39,95.1219512195122,,0.0160438292964244,-0.7155676484107971,0.058078683912754,-0.2997051477432251,13.910000000000004
141,42,3450.0,3144.0,1,40,95.23809523809524,,0.0124971751412429,-0.772175669670105,0.0831696018576622,-0.3029182255268097,11.060000000000004
142,43,3492.0,3259.0,1,41,95.34883720930232,,0.0092350332594235,-0.6866142153739929,0.0351877473294734,-0.3081193566322326,8.330000000000004
143,44,3528.0,3380.0,1,42,95.45454545454544,,0.0059565217391304,-0.8091360330581665,0.0240475330501794,-0.3805204927921295,5.480000000000004
144,45,3621.0,3444.0,1,43,95.55555555555556,,0.0081276150627615,-0.8089160919189453,0.1182500123977661,-0.2862080335617065,7.770000000000004
145,46,3654.0,3568.0,1,44,95.65217391304348,,0.004994861253854,-0.6243695616722107,0.0211294908076524,-0.291055291891098,4.860000000000004
146,47,3745.0,3634.0,1,45,95.74468085106383,,0.0071745711402623,-0.7795225977897644,0.1619611382484436,-0.2278001606464386,7.110000000000004
147,48,3835.0,3701.0,1,46,95.83333333333334,,0.0092566897918731,-0.6972916126251221,0.0471748895943164,-0.3014709055423736,9.340000000000003
148,49,3857.0,3836.0,1,47,95.91836734693877,,0.0060467380720545,-0.8123344779014587,0.031442254781723,-0.3747249841690063,6.210000000000004
149,50,3914.0,3936.0,0,47,94.0,,0.0035559736594543,-0.6532943844795227,0.0215282458811998,-0.3051189482212066,3.7800000000000034
150,51,4038.0,3969.0,1,48,94.11764705882352,,0.0061944444444444,-0.6567570567131042,0.0422986149787902,-0.2860799133777618,6.690000000000003
151,52,4123.0,4041.0,1,49,94.23076923076924,,0.0080401093892433,-0.7807033658027649,0.0806386768817901,-0.3097130060195923,8.820000000000004
152,53,4206.0,4115.0,1,50,94.33962264150944,,0.0097847533632287,-0.6548752188682556,0.013402547687292,-0.3140350580215454,10.910000000000004
153,54,4352.0,4126.0,1,51,94.44444444444444,,0.012586054721977,-0.5909165740013123,0.0367683246731758,-0.2586899697780609,14.260000000000003
154,55,4501.0,4134.0,1,52,94.54545454545456,,0.0151154833190761,-0.6762099266052246,0.1011289581656456,-0.2369759976863861,17.67
155,56,4532.0,4260.0,1,53,94.64285714285714,,0.0124114671163575,-0.686301589012146,0.0818768441677093,-0.2612739503383636,14.720000000000002
156,57,4657.0,4292.0,1,54,94.73684210526316,,0.0146594684385382,-0.685291051864624,0.0111003993079066,-0.3315451145172119,17.650000000000002
157,58,4682.0,4424.0,1,55,94.82758620689656,,0.0119410319410319,-0.6549521088600159,0.1759285032749176,-0.1515475511550903,14.580000000000002
158,59,4774.0,4489.0,1,56,94.91525423728814,,0.0136106623586429,-0.7150092720985413,0.0185828767716884,-0.3389217555522918,16.85
159,60,4807.0,4613.0,1,57,95.0,,0.0109419152276295,-0.7477931976318359,0.1846228092908859,-0.189273789525032,13.94
160,61,4869.0,4708.0,1,58,95.08196721311477,,0.0089860681114551,-0.4989411234855652,0.0187013447284698,-0.2307692170143127,11.61
161,62,4963.0,4771.0,1,59,95.16129032258064,,0.0106340718105424,-0.7171714305877686,0.0293260514736175,-0.3292596638202667,13.920000000000002
162,63,5057.0,4834.0,1,60,95.23809523809524,,0.0122398190045248,-0.8437028527259827,0.1306543052196502,-0.291197121143341,16.23
163,64,5199.0,4849.0,1,61,95.3125,,0.0145089285714285,-0.6874116063117981,0.0467454344034194,-0.2969603538513183,19.5
164,65,5340.0,4865.0,1,62,95.3846153846154,,0.0164855072463768,-0.7670921683311462,0.035965334624052,-0.3475807607173919,22.75
165,66,5408.0,4954.0,1,63,95.45454545454544,,0.0147029348604151,-0.741268515586853,0.0439927689731121,-0.3266414999961853,20.54
166,67,5437.0,5082.0,1,64,95.52238805970148,,0.0124115983026874,-0.6813159584999084,0.0250006131827831,-0.315657377243042,17.549999999999997
167,68,5479.0,5197.0,1,65,95.58823529411764,,0.0103491620111731,-0.905626654624939,0.0089636072516441,-0.4438497126102447,14.819999999999997
168,69,5557.0,5276.0,1,66,95.65217391304348,,0.0088344827586206,-0.6242359280586243,0.0460619963705539,-0.2660559713840484,12.809999999999995
169,70,5597.0,5393.0,1,67,95.71428571428572,,0.0067563930013458,-0.5932753086090088,0.0236421823501586,-0.2729954719543457,10.039999999999996
170,71,5636.0,5511.0,1,68,95.77464788732394,,0.0048236859614105,-0.8741893172264099,0.151510939002037,-0.2855837345123291,7.249999999999997
171,72,5705.0,5599.0,1,69,95.83333333333334,,0.003326758711374,-0.717769205570221,0.0250032618641853,-0.3338813483715057,5.059999999999997
172,73,5775.0,5686.0,1,70,95.8904109589041,,0.0018778427550357,-0.6553851962089539,0.0301693864166736,-0.2975232005119324,2.889999999999997
173,74,5909.0,5709.0,1,71,95.94594594594594,,0.0038535645472061,-0.779634416103363,0.0122738387435674,-0.3775433599948883,5.999999999999997
174,75,5987.0,5788.0,1,72,96.0,,0.0025047080979284,-0.7171792984008789,0.0404134914278984,-0.3181761503219604,3.9899999999999975
175,76,6123.0,5809.0,1,73,96.05263157894736,,0.0044320297951582,-0.8121383190155029,0.0222233738750219,-0.3838457763195038,7.139999999999997
176,77,6165.0,5924.0,1,74,96.1038961038961,,0.0027088452088452,-0.7139326930046082,0.0194983202964067,-0.3374680280685425,4.409999999999997
177,78,6222.0,6024.0,1,75,96.15384615384616,,0.0012036474164133,-0.7163841724395752,0.0257407370954751,-0.3324513435363769,1.9799999999999964
178,79,6253.0,6150.0,1,76,96.20253164556962,,-0.0005836341756919,-0.8429310321807861,0.0601205602288246,-0.361344963312149,-0.9700000000000036
179,80,6325.0,6235.0,1,77,96.25,,-0.0018256772673733,-0.8123765587806702,0.0916560515761375,-0.3145322203636169,-3.100000000000004
180,81,6348.0,6369.0,0,77,95.06172839506172,,-0.0036209912536443,-0.809576153755188,0.0273655615746974,-0.3774225115776062,-6.210000000000004
181,82,6482.0,6392.0,1,78,95.1219512195122,,-0.0017888055395268,-0.746727466583252,0.0240476801991462,-0.3493160605430603,-3.100000000000004
182,83,6539.0,6492.0,1,79,95.18072289156626,,-0.00316,-0.655899167060852,0.0233275592327117,-0.3046220242977142,-5.530000000000005
183,84,6625.0,6563.0,1,80,95.23809523809524,,-0.0019117647058823,-0.7490959763526917,0.0119509845972061,-0.3625969886779785,-3.380000000000005
184,85,6701.0,6644.0,1,81,95.2941176470588,,-0.003009977827051,-0.5610935688018799,0.1112700551748275,-0.1692767292261123,-5.430000000000005
185,86,6718.0,6784.0,0,81,94.18604651162792,,-0.0047556287753981,-0.753522515296936,0.0129552287980914,-0.3638060390949249,-8.660000000000005
186,87,6718.0,6941.0,0,81,93.10344827586206,,-0.0066539717083786,-0.7491967082023621,0.0309803821146488,-0.3436179757118225,-12.230000000000006
187,88,6829.0,6987.0,0,81,92.04545454545456,,-0.0051616379310344,-0.8712940216064453,0.0152547117322683,-0.4203923046588897,-9.580000000000004
188,89,6879.0,7094.0,0,81,91.01123595505618,,-0.0064834578441835,-0.5601277351379395,0.0203720796853303,-0.2596917748451233,-12.150000000000006
189,90,6932.0,7198.0,0,81,90.0,,-0.007675392670157,-0.7490282654762268,0.1077213212847709,-0.2667928040027618,-14.660000000000004
190,91,6932.0,7355.0,0,81,89.01098901098901,,-0.0094553941908713,-0.6890764832496643,0.0268659368157386,-0.3176723122596741,-18.230000000000004
191,92,6953.0,7491.0,0,81,88.04347826086956,,-0.0109866392600205,-0.8112775087356567,0.0361665412783622,-0.3694722056388855,-21.380000000000003
192,93,7027.0,7574.0,0,81,87.09677419354838,,-0.0119501018329938,-0.8115421533584595,0.0378205403685569,-0.3679505288600921,-23.47
193,94,7100.0,7658.0,0,81,86.17021276595744,,-0.0129061553985872,-0.9056637287139891,0.0286484770476818,-0.4241833984851837,-25.58
194,95,7152.0,7763.0,0,81,85.26315789473684,,-0.0139296333002973,-0.6211417317390442,0.019354224205017,-0.291216641664505,-28.110000000000003
